Scaffold,Len_nt,Code4_CD,Code11_CD,Code15_CD,Len_kb,pred_code
MGV-GENOME-0377905,173214,0.56086113131733,0.5523052409158613,0.8969136443936402,173.214,15
IMGVR_UViG_7000000038_000096|7000000038|C4277595,20108,0.719116769444997,0.618410582852596,0.6151283071414363,20.108,4
UGV-GENOME-0377885,173079,0.5569999826668747,0.5497720694018339,0.9048238087809612,173.079,15
UGV-GENOME-0378435,180105,0.914916298825685,0.9211459981677355,0.9211959690180728,180.105,11
UGV-GENOME-0377862,172749,0.5567268117326294,0.5452650956011322,0.9000920410537833,172.749,15
UGV-GENOME-0373147,126874,0.8842237180194523,0.8772010025694784,0.8523968661821965,126.874,11
uvig_157305,124487,0.8923823371115056,0.8727658309703021,0.8663073252628789,124.487,11
UGV-GENOME-0376776,158378,0.6582353609718522,0.657098839485282,0.9435211961257245,158.378,15
Cattle_ERR2019374_scaffold_986541,186852,0.7265108213987541,0.7120448269218419,0.8424474985550061,186.852,15
DTR_569542,101725,0.91136888670435,0.9114573605308429,0.9090095846645367,101.725,11
UGV-GENOME-0378605,182829,0.9275880741020298,0.9316902679553025,0.9275388477757905,182.829,11
MGV-GENOME-0373567,128606,0.9160303562819775,0.9053698894297311,0.849268307854999,128.606,11
term1_stool_scaffold_28,186573,0.6401247768969787,0.6365229695615121,0.9369844511263687,186.573,15
UGV-GENOME-4434687,103417,0.9282226326426023,0.9326899832716091,0.9315586412291983,103.417,11
MGV-GENOME-0367651,101780,0.9114069561799961,0.9114953821968953,0.9090489290626842,101.78,11
IMGVR_UViG_3300005613_000261|3300005613|Ga0074649_1001186,32194,0.9397713859725415,0.9395850158414611,0.9179660806361434,32.194,11
uvig_164464,100078,0.9156358040728232,0.9159355702552009,0.9152760846539699,100.078,11
UGV-GENOME-0377346,164869,0.9105228999993935,0.9166368450102809,0.9138892090083642,164.869,11
MGV-GENOME-0376179,152856,0.6864303658345109,0.672299419061077,0.8475035327366933,152.856,15
IMGVR_UViG_3300029124_000025|3300029124|Ga0169224_1000529,24995,0.7460692138427686,0.7411482296459292,0.75375075015003,24.995,11
MGV-GENOME-0377678,169979,0.902687979103301,0.7085992975602868,0.695750651551074,169.979,4
UGV-GENOME-0378327,178317,0.9256380490923468,0.9318797422567674,0.9244771951075893,178.317,11
UGV-GENOME-0378543,182110,0.9359947284608204,0.939948382845533,0.92561638570095,182.11,11
DTR_871826,104562,0.9284443679348138,0.9281574568198772,0.9248579789981064,104.562,11
uvig_335418,30683,0.8429097545872307,0.8382166020271812,0.8323501613271193,30.683,11
IMGVR_UViG_3300029539_000022|3300029539|Ga0244892_100647,30172,0.8273564894604268,0.7765477926554422,0.7172875513721331,30.172,11
MGV-GENOME-0368453,103516,0.9265813980447467,0.9300881023223463,0.9227269214420959,103.516,11
UGV-GENOME-4435788,176974,0.9278312068439432,0.9284753692632816,0.9201860160249529,176.974,11
UGV-GENOME-0357743_1,84789,0.9109790185047588,0.8798075222021724,0.8423734210805647,84.789,11
MGV-GENOME-0373742,132267,0.9408242418743904,0.9314568259656604,0.9261266982694096,132.267,11
UGV-GENOME-0368853,104681,0.9290797756995062,0.9287931907413953,0.9254974637231207,104.681,11
uvig_115888,132731,0.9101641666227182,0.9185721496862075,0.9140517286843315,132.731,11
uvig_11176,179323,0.6261550386732321,0.622441070024481,0.9285088917762919,179.323,15
uvig_111762,17150,0.8776093294460642,0.8732361516034985,0.8718367346938776,17.15,11
UGV-GENOME-0372627,122798,0.6743758041661916,0.6774540301959315,0.9154302187332041,122.798,15
UGV-GENOME-0378233,176744,0.5771058706377585,0.5817906124111709,0.922588602724845,176.744,15
MGV-GENOME-0372668,123148,0.8981388248286615,0.8868353525838828,0.8535339591385974,123.148,11
MGV-GENOME-0373524,130489,0.9040532152135429,0.9020760370605951,0.8677742951513154,130.489,11
uvig_88390,172104,0.6085971273183657,0.5968658485566867,0.9199205131780783,172.104,15
MGV-GENOME-0378128,175488,0.9416199398249453,0.8671191192560175,0.8461604212253829,175.488,4
SAMN06164413_a1_ct151010_vs1@linear@Podoviridae__sp__ctpL31,119339,0.422376591055732,0.42182354469201183,0.9191379180318253,119.339,15
MGV-GENOME-0379169,191002,0.7176992911068995,0.707631333703312,0.8664568957393116,191.002,15
IMGVR_UViG_GVMAG-M-3300009420-1_000001|3300009420|Ga0114994_10000331,30793,0.897768973467996,0.8960153281589972,0.910336764849154,30.793,11
UGV-GENOME-0379235,193038,0.6237839181922731,0.6229291642060113,0.9361421067354614,193.038,15
uvig_80498,192316,0.6302595727864556,0.6281692630878346,0.939407017616839,192.316,15
IMGVR_UViG_3300031993_000661|3300031993|Ga0310696_10003260,20441,0.6371019030380118,0.6429724573161782,0.6324054596154787,20.441,11
UGV-GENOME-0378625,183095,0.919113028755564,0.9263879406865289,0.9227177148474835,183.095,11
IMGVR_UViG_3300014911_000038|3300014911|Ga0180301_10001557,18056,0.7689410722197607,0.7586397873283119,0.7009858218874613,18.056,11
UGV-GENOME-4435332,138559,0.6914816071132153,0.6818034194819536,0.876839469107023,138.559,15
MGV-GENOME-0377707,170388,0.5519578843580534,0.5376787097682936,0.909870413409395,170.388,15
uvig_233648,19383,0.7433833771861941,0.7226435536294691,0.7720167156786875,19.383,11
SRS021484_a1_ct4171_vs01@Siphoviridae__sp__ct7mG94@linear,18531,0.7969888295288975,0.7793427230046949,0.8123684636554962,18.531,11
MGV-GENOME-0371578,115756,0.7958464356059297,0.7848059711807596,0.9081689070112996,115.756,15
MGV-GENOME-0379036,188210,0.6406142075341374,0.6311619998937357,0.9427182402635355,188.21,15
IMGVR_UViG_3300033463_001290|3300033463|Ga0310690_10005452,17232,0.5847841225626741,0.5788649025069638,0.5731197771587744,17.232,11
UGV-GENOME-0378459,180562,0.9370077867989942,0.9309101582835813,0.9249288333093342,180.562,11
UGV-GENOME-0375667,148488,0.6639930499434298,0.6681347987716179,0.9281356069177307,148.488,15
UGV-GENOME-0378997,187763,0.6176296714475162,0.6194191613896242,0.937500998599298,187.763,15
uvig_116330,232089,0.9185010922534028,0.9064152114059693,0.8934632834817677,232.089,11
SRS017375_a1_ct1878@circular@Unclassified_virus__sp__ctRPv878,178799,0.587167713465959,0.5819495634763058,0.9250387306416703,178.799,15
MGV-GENOME-0378080,174986,0.5800921216554468,0.5705942189660888,0.9303315693826935,174.986,15
UGV-GENOME-0372668,123148,0.8981388248286615,0.8868353525838828,0.8535339591385974,123.148,11
UGV-GENOME-0364344,97436,0.903085102015682,0.8875056447309003,0.8311609671989819,97.436,11
uvig_192373,97579,0.9163652015290175,0.9133830024902899,0.9097859170518247,97.579,11
UGV-GENOME-0378699,184015,0.5708012933728228,0.5654865092519632,0.9193924408336277,184.015,15
MGV-GENOME-0378764,184799,0.9410278194146072,0.9448103074150834,0.9288686627092138,184.799,11
uvig_20265,70863,0.838829854790229,0.8458998348926803,0.834045976038271,70.863,11
HMP_0133_k81_31298,99182,0.8832247786896816,0.8828013147546934,0.8898489645298542,99.182,11
UGV-GENOME-0368836,104623,0.902985003297554,0.8788985213576365,0.8366611548129952,104.623,11
UGV-GENOME-0349473_1,76147,0.9081119413765479,0.9003506375825705,0.8778152783432046,76.147,11
MGV-GENOME-0348017,74706,0.8651915508794474,0.8540679463496907,0.8220624849409686,74.706,11
UGV-GENOME-0379182_1,188820,0.699936447410232,0.6904353352399111,0.8659993644741023,188.82,15
UGV-GENOME-0374322,137261,0.8837761636590146,0.8775034423470615,0.8557784075593213,137.261,11
UGV-GENOME-0367651,101780,0.9114069561799961,0.9114953821968953,0.9090489290626842,101.78,11
MGV-GENOME-0376323,154208,0.9352043992529571,0.9239793006847894,0.9144078128242374,154.208,11
uvig_363524,77762,0.36237493891618017,0.3558936241351817,0.9343895475939404,77.762,15
MGV-GENOME-0366743,100360,0.9238840175368673,0.924392188122758,0.9255579912315663,100.36,11
UGV-GENOME-0363952,96946,0.9158191157964227,0.9128174447630639,0.9091968724857137,96.946,11
UGV-GENOME-0378627,183108,0.5820990890621928,0.5773641785175961,0.918605413198768,183.108,15
UGV-GENOME-0373611_1,128913,0.911498452444672,0.8966512298992344,0.866468083125829,128.913,11
MGV-GENOME-0378310,178047,0.6069183979511028,0.6057894825523598,0.9219194931675344,178.047,15
IMGVR_UViG_3300001530_000176|3300001530|rank10_10104677,48702,0.9129604533694715,0.9027350006159911,0.8989158556116792,48.702,11
uvig_25953,173079,0.5569999826668747,0.5497720694018339,0.9048238087809612,173.079,15
uvig_259531,16319,0.8785464795636988,0.9313070653839083,0.8708254182241559,16.319,11
uvig_259539,27781,0.9051510024837119,0.9018033908066664,0.8738346351823189,27.781,11
MGV-GENOME-0374839,141727,0.9184135697502945,0.9242981224466756,0.9246579691942961,141.727,11
MGV-GENOME-0369852,107696,0.88716386866736,0.87694064774922,0.8433460852770762,107.696,11
UGV-GENOME-0373650,131543,0.9168560850824445,0.8971743080209513,0.8481409120971849,131.543,11
UGV-GENOME-4435775,175950,0.9315942028985508,0.8181926683716965,0.7780051150895141,175.95,4
UGV-GENOME-4435677,166083,0.9241885081555608,0.9280540452665234,0.9221473600549123,166.083,11
UGV-GENOME-0377859,172731,0.8946801674279661,0.7075742049776821,0.6728381124407316,172.731,4
MGV-GENOME-0377917,173346,0.5677027447994185,0.5691910975736388,0.9248901041846942,173.346,15
UGV-GENOME-0375977,151118,0.6736986990298972,0.6687356899906034,0.932390582194047,151.118,15
UGV-GENOME-0378307,178027,0.9333808916625006,0.936919680722587,0.9196301684575935,178.027,11
UGV-GENOME-0379213,192316,0.6302595727864556,0.6281692630878346,0.939407017616839,192.316,15
UGV-GENOME-0378240,176846,0.5737025434558882,0.5678160659556902,0.9217341641880507,176.846,15
UGV-GENOME-0361381,93218,0.8984423609174194,0.8757857924435195,0.8293784462228325,93.218,11
uvig_390031,36917,0.7824850339951783,0.7918303220738413,0.7806159763794458,36.917,11
uvig_40588,56863,0.9498091905105253,0.7997643458839667,0.7940136820076323,56.863,4
uvig_513984,77438,0.8546579198842945,0.847800821302203,0.872672331413518,77.438,11
UGV-GENOME-0378351,178663,0.6937362520499488,0.6761220845950197,0.8376048762194747,178.663,15
MGV-GENOME-0365805,99057,0.8668039613555831,0.8766164935340258,0.875738211332869,99.057,11
UGV-GENOME-0361474,93417,0.8979414881659655,0.8874723016153376,0.8620058447605896,93.417,11
UGV-GENOME-4435825,182271,0.6154517174975723,0.612439718880129,0.9311519660286057,182.271,15
UGV-GENOME-4434167,99247,0.9451268048404485,0.9437363345995345,0.9444920249478573,99.247,11
IMGVR_UViG_3300020469_000400|3300020469|Ga0211577_10002172,18422,0.9090218217348822,0.8849202041037889,0.8860601454782325,18.422,11
MGV-GENOME-0377763,171489,0.9009324213214842,0.7101971555026853,0.6938579150849326,171.489,4
UGV-GENOME-4434503,101400,0.9377218934911242,0.9360059171597633,0.9390236686390533,101.4,11
MGV-GENOME-0373697,128741,0.90679736835973,0.9053060019729534,0.856743384003542,128.741,11
UGV-GENOME-0377739_1,129124,0.9051531860846938,0.8955809919147486,0.8572225147919829,129.124,11
UGV-GENOME-0368217,102955,0.9204701082997426,0.9253363119809626,0.9367005002185421,102.955,11
Norman_99_NODE_2_length_179989_cov_241_852702,179989,0.9232064181699993,0.9292067848590747,0.9232064181699993,179.989,11
DTR_539460,132785,0.8641111571337123,0.8691945626388523,0.913250743683398,132.785,11
MGV-GENOME-0378327,178317,0.9256380490923468,0.9318797422567674,0.9244771951075893,178.317,11
uvig_90838,100360,0.9238242327620566,0.9243324033479474,0.9239736946990833,100.36,11
MGV-GENOME-0379305,196076,0.7150543666741468,0.7130347416307963,0.8676737591546135,196.076,15
UGV-GENOME-0379192,191775,0.6235275713727024,0.622651544779038,0.9398670316777473,191.775,15
uvig_536006,93343,0.8738737773587736,0.8870509840052281,0.8867617282495741,93.343,11
UGV-GENOME-0378129,175489,0.5594880590806262,0.5502054259811157,0.913749579745739,175.489,15
UGV-GENOME-0371786,117121,0.8740704058196225,0.8718675557756508,0.839567626642532,117.121,11
DTR_510044,172435,0.9014179255951518,0.7170528025052918,0.6961231768492475,172.435,4
SAMN10290185_a1_ct63606_vs1@linear@Podoviridae__sp__ctPsf1,72676,0.8569541526776377,0.8529088007044967,0.8474599592712863,72.676,11
MGV-GENOME-0375990,128332,0.9048016083283982,0.8946092946420222,0.84836985319328,128.332,11
MGV-GENOME-0371203,113799,0.8543748187593916,0.8637597869928558,0.9000342709514143,113.799,11
SAMN05827060_a1_ct2428_vs1@linear@Unclassified_virus__sp__ctrgF1,34713,0.4576095410941146,0.4507821277331259,0.9066632097485092,34.713,15
GOV_bin_1784_contig-100_68,4498,0.8330369052912405,0.6162738995108937,0.6949755446865273,4.498,4
MGV-GENOME-0372889,114365,0.8991736982468412,0.8945306693481397,0.8568618021247759,114.365,11
UGV-GENOME-0379046,188344,0.6395850146540373,0.6369568449220575,0.9310092171770802,188.344,15
uvig_177774,186308,0.9363688086394573,0.935402666552161,0.9175451403053009,186.308,11
MGV-GENOME-0378185,176108,0.5835850727962387,0.5761067072478252,0.9351534285779181,176.108,15
MGV-GENOME-0377439,166201,0.9226478781716115,0.9274131924597325,0.9215107008983099,166.201,11
SAMN06164560_a1_ct75529_vs1@linear@Unclassified_virus__sp__ctcGB1,116281,0.868155588617229,0.6948340657545085,0.6822954738951333,116.281,4
uvig_434093,86228,0.8768497471818899,0.8730226840469453,0.8395184858746579,86.228,11
UGV-GENOME-4435249,131028,0.9222456268889092,0.9100421284000366,0.8549088744390512,131.028,11
UGV-GENOME-4435941,189709,0.6342398093922798,0.6302547586039672,0.9423538155807052,189.709,15
UGV-GENOME-0336868,63141,0.893524017674728,0.8944742718677247,0.8820259419394688,63.141,11
UGV-GENOME-0371765,116928,0.9070453612479474,0.9170002052545156,0.9147167487684729,116.928,11
SAMN10080910_a1_ct16988_vs1@linear@Siphoviridae__sp__ctuDV1,108012,0.8756249305632707,0.8673758471280969,0.85662704143984,108.012,11
uvig_6014,186440,0.6324072087534863,0.6304280197382536,0.9352874919545162,186.44,15
uvig_60142,28346,0.8503845339730474,0.8920835391236859,0.8661539547026036,28.346,11
uvig_60148,14497,0.9430226943505553,0.9372283920811202,0.9196385459060495,14.497,11
UGV-GENOME-0374227_1,129288,0.904005012066085,0.8944449600891033,0.8561351401522183,129.288,11
IMGVR_UViG_3300029563_000015|3300029563|Ga0245114_100760,39410,0.8426795229637148,0.8268459781781273,0.778812484141081,39.41,11
uvig_267360,15708,0.6934682964094728,0.6355996944232238,0.6405653170359052,15.708,11
IMGVR_UViG_3300035696_000094|3300035696|Ga0374055_0011697,43527,0.9046109311461851,0.8769039906265077,0.8434764628851058,43.527,11
uvig_13642,154500,0.8729126213592233,0.8694563106796116,0.8611067961165049,154.5,11
IMGVR_UViG_3300033463_000175|3300033463|Ga0310690_10000971,54836,0.7325479611933766,0.7232475016412576,0.792891531110949,54.836,11
UGV-GENOME-0373497_1,127565,0.9147101477678047,0.9045035864069298,0.855869556696586,127.565,11
IMGVR_UViG_GVMAG-S-1096102-67_000001|3300024262|Ga0210003_1014227,5189,0.7221044517248024,0.6770090576218925,0.6775872037001349,5.189,11
UGV-GENOME-0378916,186440,0.6324072087534863,0.6304280197382536,0.9352874919545162,186.44,15
MGV-GENOME-0379240,193244,0.7022779491213181,0.6919852621556167,0.8512502328662209,193.244,15
UGV-GENOME-0378779_1,181247,0.9258525658355724,0.9302885013269185,0.9262663657881234,181.247,11
DTR_817945,177932,0.9338960951374683,0.937436773598903,0.9201380302587505,177.932,11
UGV-GENOME-0346825,72985,0.8827567308351031,0.8707953689114202,0.8359799958895664,72.985,11
UGV-GENOME-0379077,188722,0.6439630779665327,0.6392736405930416,0.9292239378556819,188.722,15
UGV-GENOME-4410959,35447,0.8314384856264282,0.8296611843033261,0.8115496374869523,35.447,11
UGV-GENOME-0375250,145246,0.6113145973038845,0.5980336807898324,0.8838935323520097,145.246,15
MGV-GENOME-4434714,103814,0.8883194944805132,0.8738416783863449,0.8468799969175641,103.814,11
UGV-GENOME-0373928,134031,0.8640911430937619,0.8708283904469861,0.9067529153703248,134.031,11
MGV-GENOME-4435881,185498,0.6338073725862273,0.6323194859243766,0.9343604782800893,185.498,15
MGV-GENOME-0377967,173846,0.5691071408027795,0.5616350102964693,0.9176570067761122,173.846,15
UGV-GENOME-0378274,177550,0.930667417628837,0.8606139115742044,0.839087580963109,177.55,4
MGV-GENOME-0373591,131022,0.9235471905481523,0.903581077986903,0.8565737051792829,131.022,11
MGV-GENOME-0377721,170724,0.94215224572995,0.8661699585295565,0.8424298868348914,170.724,4
IMGVR_UViG_3300029612_000003|3300029612|Ga0245127_100113,132046,0.9056389440043621,0.9015267406812777,0.8545885524741378,132.046,11
MGV-GENOME-0378397,179454,0.8911865993513658,0.7015112507940754,0.6695476278043399,179.454,4
UGV-GENOME-0366095,99448,0.9151013595044647,0.9154030246963237,0.9147393612742337,99.448,11
MGV-GENOME-0377608,168855,0.9203340143910456,0.9258239317757839,0.919356844630008,168.855,11
UGV-GENOME-4435842_1,181738,0.9194719871463315,0.9268342338971487,0.9224763120536157,181.738,11
Cattle_ERR2019383_scaffold_1237313,163102,0.6675883802773724,0.6618680335005089,0.8890081053573837,163.102,15
UGV-GENOME-0367200,101012,0.9259097928958936,0.9227022531976399,0.9210390844652121,101.012,11
UGV-GENOME-0378285,177681,0.9311293835581744,0.8610937579144647,0.8398027926452463,177.681,4
uvig_183506,130513,0.9024848099423046,0.8876587006658341,0.8568341851003348,130.513,11
UGV-GENOME-0378481,180995,0.9321638719301638,0.9320975717561258,0.9211083179093346,180.995,11
UGV-GENOME-0373720,132074,0.9056286627193846,0.901517331193119,0.8566334024864849,132.074,11
IMGVR_UViG_3300021399_000001|3300021399|Ga0224415_10000053,183977,0.8932149127336569,0.8829581958614392,0.8743810367600298,183.977,11
UGV-GENOME-0354995,84272,0.8878037782418834,0.8596449591797988,0.811586292006835,84.272,11
SAMN05414994_a1_ct15739@circular@Siphoviridae__sp__ctHUH739,127952,0.9134909966237339,0.8984853695135676,0.8550862823558835,127.952,11
UGV-GENOME-4435929,188616,0.6026689146201807,0.6063748568520168,0.9158926072019341,188.616,15
uvig_18003,12437,0.8143442952480502,0.7620004824314546,0.7550052263407574,12.437,11
uvig_180030,52247,0.894654238520872,0.8983290906654927,0.8501540758321052,52.247,11
uvig_180035,46397,0.9215250986055132,0.9116968769532513,0.8682457917537771,46.397,11
uvig_180039,41989,0.900735907023268,0.9235275905594322,0.8695134439972374,41.989,11
MGV-GENOME-0371816,117358,0.915046268682152,0.914790640603964,0.890736038446463,117.358,11
UGV-GENOME-0378100,175144,0.6089103823139816,0.5954985611839401,0.9203969305257388,175.144,15
UGV-GENOME-0372789,124217,0.4702496437685663,0.4658058075786728,0.9334954152813222,124.217,15
uvig_41070,72996,0.7922899884925202,0.7854676968601019,0.8288262370540852,72.996,11
uvig_410700,13517,0.9215062513871422,0.9403713841828808,0.9037508322852704,13.517,11
uvig_410707,11564,0.9515738498789347,0.9526115530958146,0.9619508820477344,11.564,11
uvig_235768,182540,0.9430754903034951,0.946806179467514,0.9283663854497645,182.54,11
IMGVR_UViG_3300008255_000097|3300008255|Ga0100403_1000003,236259,0.9238886137670946,0.9203839853719858,0.9145302401178368,236.259,11
uvig_548006,166019,0.6241273589167505,0.6212722640179739,0.9000957721706552,166.019,15
MGV-GENOME-0372832,124551,0.8922369149986752,0.872630488715466,0.8661753016836476,124.551,11
IMGVR_UViG_3300033463_000949|3300033463|Ga0310690_10003468,23618,0.6962062833432128,0.7042086544161233,0.693157761029723,23.618,11
UGV-GENOME-0379054,188426,0.5765924023223972,0.5728190377124176,0.9195227834799868,188.426,15
UGV-GENOME-0376323,154208,0.9352043992529571,0.9239793006847894,0.9144078128242374,154.208,11
uvig_26767,186392,0.6326022576076227,0.6306225589081076,0.9349650199579381,186.392,15
uvig_267671,56846,0.8699292826232277,0.8973718467438342,0.8756288920944306,56.846,11
UGV-GENOME-0374488,138813,0.883944587322513,0.8777419982278317,0.8551360463357178,138.813,11
DTR_877247,196887,0.703317131146292,0.6931691782596109,0.8556430846119856,196.887,15
UGV-GENOME-0379246,193485,0.6116908287464145,0.6040623304132103,0.9327234669354213,193.485,15
MGV-GENOME-0379517,209068,0.6303690665238104,0.6276570302485316,0.9194663937092238,209.068,15
uvig_532401,64444,0.626637080255726,0.6223542920985662,0.870756005213829,64.444,15
UGV-GENOME-0374664,140296,0.6886297542339055,0.6833266807321663,0.8644223641443805,140.296,15
UGV-GENOME-0378624,183094,0.6335106557287513,0.6320523883906627,0.9312593531191629,183.094,15
MGV-GENOME-0378903,186346,0.6281540789713759,0.6285565560838441,0.9386249235293487,186.346,15
MGV-GENOME-0369960,108108,0.692030192030192,0.6778221778221778,0.8852813852813853,108.108,15
JS_HF2_S141_scaffold_334604,171965,0.8014247085162678,0.7929462390602738,0.8675777047655046,171.965,15
MGV-GENOME-0372509,121870,0.8703864773939444,0.8660786083531632,0.8346188561582014,121.87,11
MGV-GENOME-0343555,69170,0.898872343501518,0.8800057828538383,0.8637848778372127,69.17,11
UGV-GENOME-0379042,188305,0.5909508510129843,0.5993627359868299,0.9095191311967287,188.305,15
UGV-GENOME-0378900,186308,0.9363688086394573,0.935402666552161,0.9175451403053009,186.308,11
UGV-GENOME-0373697_1,128741,0.90679736835973,0.9053060019729534,0.856743384003542,128.741,11
IMGVR_UViG_3300025737_000003|3300025737|Ga0208694_1000364,68190,0.821997360316762,0.8106467223933128,0.8189177298724153,68.19,11
UGV-GENOME-0376068,151895,0.6915039994733204,0.6796142071825932,0.8561440468744856,151.895,15
MGV-GENOME-0379122,189906,0.6320179457205144,0.631812580961107,0.9373795456699631,189.906,15
MGV-GENOME-0378648,183362,0.6253858487581941,0.6241914900579182,0.9295219292983279,183.362,15
MGV-GENOME-0372173,119594,0.922947639513688,0.9268107095673696,0.9062160309045604,119.594,11
UGV-GENOME-0379323,197006,0.7034861882379216,0.6933443651462392,0.8557201303513599,197.006,15
MGV-GENOME-0378746,184557,0.9189356133877339,0.9232432256701182,0.9195695638745753,184.557,11
UGV-GENOME-0342575,68101,0.8617054081437865,0.8396352476468775,0.8041732133155166,68.101,11
DTR_458317,155127,0.8725560347328318,0.8664835908642596,0.8591347734436945,155.127,11
UGV-GENOME-0378826,185642,0.9258465218000237,0.9278180584135056,0.9225821742924554,185.642,11
uvig_264899,184992,0.6274487545407369,0.6279676959003633,0.935797223663726,184.992,15
MGV-GENOME-0378562,182380,0.6149851957451475,0.6174690207259568,0.9361059326680558,182.38,15
MGV-GENOME-0361953,94174,0.6265423577632893,0.6209038588145348,0.8880795123919553,94.174,15
uvig_232105,164869,0.9105228999993935,0.9166368450102809,0.9138892090083642,164.869,11
UGV-GENOME-0376560,156306,0.9300410732793367,0.8678937468811178,0.8400637211623354,156.306,4
UGV-GENOME-4433625,96712,0.9153672760360658,0.9135370998428324,0.9107763255852428,96.712,11
DTR_513097,179416,0.8913586302224996,0.7016598296695947,0.6686527400008918,179.416,4
UGV-GENOME-0370157_1,108142,0.9205119195132326,0.8911338795287678,0.8339867951397237,108.142,11
UGV-GENOME-0373667_1,129333,0.9099301802324232,0.8924172484980631,0.8590614924265269,129.333,11
UGV-GENOME-0373877,133567,0.9192240598351389,0.9225257735817979,0.9144174833604108,133.567,11
IMGVR_UViG_3300021255_000109|3300021255|Ga0223825_12397266,180671,0.7080771125415811,0.6974334563931124,0.8615715859213708,180.671,15
MGV-GENOME-0377819,172229,0.556927114481301,0.5454307927236411,0.8996568522142032,172.229,15
IMGVR_UViG_7000000297_000042|7000000297|SRS056259_LANL_scaffold_33462,116968,0.8713152315163122,0.8691095000341974,0.8335869639559538,116.968,11
JS_AP4_S146_scaffold_408865,165158,0.6621659259618062,0.6510674626721079,0.8461533803993752,165.158,15
DTR_453772,180691,0.6075842183617336,0.614740081132984,0.9094586891433442,180.691,15
UGV-GENOME-0374318,137240,0.6879626930923929,0.677076654036724,0.8850262314194113,137.24,15
GiantTortoise_AD_1_scaffold_344,127270,0.8452423980513868,0.8008564469238627,0.8029779209554491,127.27,11
DTR_373917,133976,0.8640428136382635,0.8707828267749448,0.906722099480504,133.976,11
DTR_530719,182261,0.6148106287137676,0.617296075408343,0.9361410285250273,182.261,15
MGV-GENOME-0378644,183312,0.9222309505106049,0.9261423147420791,0.9225582613249542,183.312,11
MGV-GENOME-0378435,180105,0.914916298825685,0.9211459981677355,0.9211959690180728,180.105,11
MGV-GENOME-0378234,176753,0.6894366715133547,0.6837677436875187,0.8698070188341923,176.753,15
MGV-GENOME-0378481,180995,0.9321638719301638,0.9320975717561258,0.9211083179093346,180.995,11
UGV-GENOME-0373729,132129,0.6131280793769726,0.597120995390868,0.9008014894534886,132.129,15
MGV-GENOME-0378175,176037,0.9302135346546465,0.8168680447860392,0.7767003527667479,176.037,4
uvig_218961,158671,0.9154035709108785,0.7146863636077166,0.6974431370571812,158.671,4
